UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
372612	paperref:254171	paperref:254168	|	exists=EXIST:P=0.0,1.0
339935	paperref:253804	paperref:254483	|	exists=NOTEXIST:P=1.0,0.0
344194	paperref:254892	paperref:253943	|	exists=NOTEXIST:P=1.0,0.0
345020	paperref:256076	paperref:256792	|	exists=NOTEXIST:P=1.0,0.0
333211	paperref:257179	paperref:258683	|
333169	paperref:254748	paperref:257593	|	exists=NOTEXIST:P=1.0,0.0
368194	paperref:257179	paperref:257217	|
341203	paperref:253895	paperref:253553	|	exists=NOTEXIST:P=1.0,0.0
368683	paperref:257177	paperref:254522	|	exists=NOTEXIST:P=1.0,0.0
364194	paperref:258103	paperref:255887	|	exists=NOTEXIST:P=1.0,0.0
347968	paperref:258597	paperref:258599	|	exists=EXIST:P=0.0,1.0
349598	paperref:253845	paperref:255729	|	exists=NOTEXIST:P=1.0,0.0
368529	paperref:257178	paperref:258673	|
338371	paperref:257226	paperref:254939	|	exists=NOTEXIST:P=1.0,0.0
334941	paperref:253953	paperref:254949	|
375751	paperref:258290	paperref:258293	|	exists=EXIST:P=0.0,1.0
350374	paperref:258050	paperref:258740	|	exists=NOTEXIST:P=1.0,0.0
371141	paperref:255012	paperref:254591	|	exists=NOTEXIST:P=1.0,0.0
358241	paperref:256385	paperref:255718	|
361422	paperref:256591	paperref:255646	|	exists=NOTEXIST:P=1.0,0.0
344511	paperref:258950	paperref:254304	|
372903	paperref:257604	paperref:253845	|	exists=NOTEXIST:P=1.0,0.0
341963	paperref:255104	paperref:253893	|
342097	paperref:254769	paperref:254587	|	exists=NOTEXIST:P=1.0,0.0
354376	paperref:257248	paperref:254481	|	exists=NOTEXIST:P=1.0,0.0
340074	paperref:253608	paperref:258240	|	exists=NOTEXIST:P=1.0,0.0
359188	paperref:253991	paperref:257516	|
347875	paperref:254344	paperref:257944	|	exists=NOTEXIST:P=1.0,0.0
368138	paperref:257179	paperref:258151	|
349614	paperref:255729	paperref:256594	|	exists=NOTEXIST:P=1.0,0.0
367271	paperref:254304	paperref:254303	|	exists=EXIST:P=0.0,1.0
351645	paperref:253759	paperref:258822	|	exists=NOTEXIST:P=1.0,0.0
374960	paperref:254515	paperref:257192	|
339681	paperref:255056	paperref:255617	|
374814	paperref:254439	paperref:254433	|	exists=EXIST:P=0.0,1.0
367111	paperref:257187	paperref:254881	|	exists=NOTEXIST:P=1.0,0.0
374492	paperref:256322	paperref:255218	|
347064	paperref:254113	paperref:257937	|	exists=NOTEXIST:P=1.0,0.0
375472	paperref:256651	paperref:257344	|
343295	paperref:256298	paperref:255022	|	exists=NOTEXIST:P=1.0,0.0
333638	paperref:253955	paperref:255640	|	exists=NOTEXIST:P=1.0,0.0
362782	paperref:253997	paperref:257891	|	exists=NOTEXIST:P=1.0,0.0
334517	paperref:254401	paperref:253952	|	exists=NOTEXIST:P=1.0,0.0
351820	paperref:253949	paperref:255643	|	exists=NOTEXIST:P=1.0,0.0
352177	paperref:255223	paperref:256682	|	exists=NOTEXIST:P=1.0,0.0
343253	paperref:253898	paperref:257885	|	exists=NOTEXIST:P=1.0,0.0
339536	paperref:255056	paperref:253877	|	exists=NOTEXIST:P=1.0,0.0
338179	paperref:256839	paperref:257594	|	exists=NOTEXIST:P=1.0,0.0
375636	paperref:257087	paperref:258358	|	exists=NOTEXIST:P=1.0,0.0
357995	paperref:254277	paperref:257186	|
344526	paperref:258950	paperref:257610	|	exists=NOTEXIST:P=1.0,0.0
377155	paperref:256040	paperref:257884	|	exists=NOTEXIST:P=1.0,0.0
361639	paperref:253993	paperref:257197	|	exists=NOTEXIST:P=1.0,0.0
345281	paperref:256968	paperref:257885	|	exists=NOTEXIST:P=1.0,0.0
343856	paperref:258617	paperref:257248	|	exists=NOTEXIST:P=1.0,0.0
377450	paperref:256051	paperref:257200	|	exists=NOTEXIST:P=1.0,0.0
373431	paperref:255290	paperref:256452	|	exists=NOTEXIST:P=1.0,0.0
338023	paperref:253553	paperref:254838	|	exists=NOTEXIST:P=1.0,0.0
377911	paperref:254169	paperref:256053	|	exists=NOTEXIST:P=1.0,0.0
377830	paperref:258834	paperref:254501	|
364043	paperref:254104	paperref:253777	|	exists=NOTEXIST:P=1.0,0.0
336429	paperref:254601	paperref:255056	|	exists=NOTEXIST:P=1.0,0.0
333751	paperref:256035	paperref:257592	|	exists=NOTEXIST:P=1.0,0.0
346973	paperref:255251	paperref:258001	|	exists=NOTEXIST:P=1.0,0.0
368457	paperref:257178	paperref:253432	|	exists=NOTEXIST:P=1.0,0.0
377044	paperref:258291	paperref:255697	|	exists=NOTEXIST:P=1.0,0.0
360208	paperref:257512	paperref:253891	|	exists=NOTEXIST:P=1.0,0.0
350332	paperref:255902	paperref:255375	|	exists=NOTEXIST:P=1.0,0.0
339801	paperref:257249	paperref:253805	|	exists=NOTEXIST:P=1.0,0.0
343599	paperref:254583	paperref:254133	|	exists=NOTEXIST:P=1.0,0.0
352048	paperref:256970	paperref:258152	|
333060	paperref:254939	paperref:257593	|	exists=NOTEXIST:P=1.0,0.0
358069	paperref:257011	paperref:257206	|	exists=NOTEXIST:P=1.0,0.0
351059	paperref:257721	paperref:257184	|
378619	paperref:258934	paperref:258937	|
370251	paperref:257484	paperref:257219	|	exists=NOTEXIST:P=1.0,0.0
334272	paperref:254985	paperref:254407	|	exists=NOTEXIST:P=1.0,0.0
370099	paperref:256475	paperref:257196	|
372129	paperref:256453	paperref:256036	|
354306	paperref:253991	paperref:257248	|
360437	paperref:255354	paperref:258827	|
336579	paperref:253960	paperref:255640	|
341145	paperref:253895	paperref:253999	|	exists=NOTEXIST:P=1.0,0.0
359656	paperref:257188	paperref:257517	|
351428	paperref:255100	paperref:254484	|	exists=NOTEXIST:P=1.0,0.0
335489	paperref:255458	paperref:254983	|	exists=NOTEXIST:P=1.0,0.0
351644	paperref:253759	paperref:258818	|
342044	paperref:254465	paperref:255776	|	exists=NOTEXIST:P=1.0,0.0
335266	paperref:253950	paperref:254400	|	exists=NOTEXIST:P=1.0,0.0
350956	paperref:254244	paperref:256052	|	exists=NOTEXIST:P=1.0,0.0
336440	paperref:254601	paperref:258572	|	exists=NOTEXIST:P=1.0,0.0
355939	paperref:257014	paperref:253872	|
368120	paperref:257179	paperref:257885	|	exists=NOTEXIST:P=1.0,0.0
369766	paperref:257182	paperref:254890	|	exists=NOTEXIST:P=1.0,0.0
354765	paperref:256898	paperref:256901	|	exists=EXIST:P=0.0,1.0
358504	paperref:254742	paperref:258981	|
355215	paperref:256595	paperref:255225	|	exists=NOTEXIST:P=1.0,0.0
342207	paperref:257887	paperref:253894	|	exists=NOTEXIST:P=1.0,0.0
336012	paperref:257599	paperref:254101	|	exists=NOTEXIST:P=1.0,0.0
349559	paperref:256051	paperref:255729	|	exists=NOTEXIST:P=1.0,0.0
344487	paperref:254585	paperref:255535	|	exists=NOTEXIST:P=1.0,0.0
364254	paperref:253653	paperref:256827	|
379299	paperref:256591	paperref:258572	|	exists=NOTEXIST:P=1.0,0.0
378381	paperref:256323	paperref:256320	|	exists=EXIST:P=0.0,1.0
338429	paperref:257226	paperref:254400	|
344432	paperref:258616	paperref:258152	|	exists=NOTEXIST:P=1.0,0.0
352471	paperref:256895	paperref:254489	|	exists=NOTEXIST:P=1.0,0.0
349351	paperref:255102	paperref:256849	|	exists=NOTEXIST:P=1.0,0.0
347552	paperref:254247	paperref:255015	|
358288	paperref:257012	paperref:254598	|	exists=NOTEXIST:P=1.0,0.0
374124	paperref:254288	paperref:257886	|	exists=NOTEXIST:P=1.0,0.0
368088	paperref:257179	paperref:258149	|	exists=NOTEXIST:P=1.0,0.0
332358	paperref:258806	paperref:256203	|	exists=NOTEXIST:P=1.0,0.0
340088	paperref:258175	paperref:253551	|	exists=NOTEXIST:P=1.0,0.0
375577	paperref:257342	paperref:258131	|	exists=NOTEXIST:P=1.0,0.0
343779	paperref:253979	paperref:253440	|	exists=NOTEXIST:P=1.0,0.0
351719	paperref:255101	paperref:253891	|	exists=NOTEXIST:P=1.0,0.0
364504	paperref:253779	paperref:258141	|	exists=NOTEXIST:P=1.0,0.0
357928	paperref:257738	paperref:258994	|	exists=NOTEXIST:P=1.0,0.0
360939	paperref:258150	paperref:257250	|	exists=NOTEXIST:P=1.0,0.0
342260	paperref:258064	paperref:258065	|	exists=EXIST:P=0.0,1.0
349762	paperref:253860	paperref:258762	|	exists=NOTEXIST:P=1.0,0.0
374095	paperref:255789	paperref:257046	|	exists=NOTEXIST:P=1.0,0.0
337080	paperref:258244	paperref:253602	|	exists=NOTEXIST:P=1.0,0.0
350940	paperref:254244	paperref:254939	|	exists=NOTEXIST:P=1.0,0.0
358409	paperref:254721	paperref:256091	|	exists=NOTEXIST:P=1.0,0.0
338949	paperref:256406	paperref:257219	|	exists=NOTEXIST:P=1.0,0.0
373467	paperref:258091	paperref:258095	|	exists=EXIST:P=0.0,1.0
368060	paperref:254291	paperref:257893	|	exists=NOTEXIST:P=1.0,0.0
363100	paperref:258310	paperref:257344	|	exists=NOTEXIST:P=1.0,0.0
367076	paperref:253425	paperref:258581	|	exists=NOTEXIST:P=1.0,0.0
336278	paperref:257715	paperref:257221	|	exists=NOTEXIST:P=1.0,0.0
373040	paperref:258570	paperref:257603	|	exists=NOTEXIST:P=1.0,0.0
335301	paperref:253828	paperref:253950	|
348610	paperref:255617	paperref:255368	|	exists=NOTEXIST:P=1.0,0.0
342145	paperref:258147	paperref:253894	|
350403	paperref:257601	paperref:253947	|	exists=NOTEXIST:P=1.0,0.0
362109	paperref:257513	paperref:257512	|	exists=EXIST:P=0.0,1.0
364464	paperref:258464	paperref:258465	|	exists=EXIST:P=0.0,1.0
372364	paperref:257890	paperref:256035	|	exists=NOTEXIST:P=1.0,0.0
347290	paperref:254693	paperref:253460	|	exists=NOTEXIST:P=1.0,0.0
347454	paperref:254291	paperref:258154	|	exists=NOTEXIST:P=1.0,0.0
369284	paperref:258857	paperref:253907	|	exists=NOTEXIST:P=1.0,0.0
352761	paperref:256745	paperref:257199	|	exists=NOTEXIST:P=1.0,0.0
355905	paperref:257014	paperref:257009	|
365660	paperref:254880	paperref:257601	|	exists=NOTEXIST:P=1.0,0.0
340719	paperref:258414	paperref:254274	|
348661	paperref:258482	paperref:257468	|	exists=NOTEXIST:P=1.0,0.0
366235	paperref:258125	paperref:258094	|	exists=NOTEXIST:P=1.0,0.0
348820	paperref:255616	paperref:255375	|	exists=NOTEXIST:P=1.0,0.0
378628	paperref:257540	paperref:257543	|	exists=EXIST:P=0.0,1.0
377564	paperref:257538	paperref:258132	|	exists=NOTEXIST:P=1.0,0.0
339093	paperref:257224	paperref:258952	|	exists=NOTEXIST:P=1.0,0.0
374969	paperref:257887	paperref:257192	|	exists=NOTEXIST:P=1.0,0.0
350079	paperref:257887	paperref:255104	|	exists=NOTEXIST:P=1.0,0.0
346743	paperref:253845	paperref:253459	|
378990	paperref:256591	paperref:255530	|	exists=NOTEXIST:P=1.0,0.0
365032	paperref:254931	paperref:254375	|	exists=NOTEXIST:P=1.0,0.0
335596	paperref:258571	paperref:256767	|	exists=NOTEXIST:P=1.0,0.0
376467	paperref:257326	paperref:257318	|	exists=EXIST:P=0.0,1.0
344058	paperref:257890	paperref:257451	|	exists=NOTEXIST:P=1.0,0.0
358302	paperref:257012	paperref:258228	|
345907	paperref:256967	paperref:253997	|	exists=NOTEXIST:P=1.0,0.0
351951	paperref:254246	paperref:258310	|	exists=NOTEXIST:P=1.0,0.0
332563	paperref:257590	paperref:258132	|
363376	paperref:256453	paperref:256121	|	exists=NOTEXIST:P=1.0,0.0
352544	paperref:256232	paperref:258580	|
336467	paperref:256592	paperref:254601	|	exists=NOTEXIST:P=1.0,0.0
362612	paperref:253433	paperref:257200	|	exists=NOTEXIST:P=1.0,0.0
356055	paperref:254486	paperref:256034	|
356253	paperref:257955	paperref:257957	|	exists=EXIST:P=0.0,1.0
366942	paperref:254645	paperref:254949	|	exists=NOTEXIST:P=1.0,0.0
333525	paperref:258808	paperref:255855	|	exists=NOTEXIST:P=1.0,0.0
347546	paperref:254247	paperref:254169	|	exists=NOTEXIST:P=1.0,0.0
374601	paperref:256842	paperref:257197	|
349038	paperref:254476	paperref:257789	|	exists=NOTEXIST:P=1.0,0.0
338296	paperref:253800	paperref:253992	|	exists=NOTEXIST:P=1.0,0.0
355943	paperref:257431	paperref:257952	|	exists=NOTEXIST:P=1.0,0.0
335009	paperref:255228	paperref:253953	|
367470	paperref:255287	paperref:256186	|
357626	paperref:253874	paperref:253876	|	exists=EXIST:P=0.0,1.0
363444	paperref:258094	paperref:258107	|	exists=EXIST:P=0.0,1.0
336664	paperref:253960	paperref:256593	|	exists=NOTEXIST:P=1.0,0.0
352582	paperref:256896	paperref:257742	|	exists=NOTEXIST:P=1.0,0.0
341192	paperref:253895	paperref:258146	|	exists=NOTEXIST:P=1.0,0.0
355243	paperref:258740	paperref:253456	|	exists=NOTEXIST:P=1.0,0.0
373987	paperref:256592	paperref:255331	|	exists=NOTEXIST:P=1.0,0.0
359063	paperref:257251	paperref:253996	|
362605	paperref:254824	paperref:254389	|	exists=NOTEXIST:P=1.0,0.0
360797	paperref:257187	paperref:257518	|
371224	paperref:256596	paperref:254650	|	exists=NOTEXIST:P=1.0,0.0
357905	paperref:254330	paperref:258994	|	exists=NOTEXIST:P=1.0,0.0
356824	paperref:257181	paperref:258328	|	exists=NOTEXIST:P=1.0,0.0
354122	paperref:255931	paperref:258472	|	exists=NOTEXIST:P=1.0,0.0
348029	paperref:257943	paperref:254887	|	exists=NOTEXIST:P=1.0,0.0
375087	paperref:258443	paperref:257199	|	exists=NOTEXIST:P=1.0,0.0
333350	paperref:258965	paperref:256547	|	exists=NOTEXIST:P=1.0,0.0
337724	paperref:257225	paperref:257192	|	exists=NOTEXIST:P=1.0,0.0
342826	paperref:257179	paperref:253897	|	exists=NOTEXIST:P=1.0,0.0
350740	paperref:253946	paperref:257602	|
362291	paperref:257890	paperref:253995	|	exists=NOTEXIST:P=1.0,0.0
364995	paperref:254515	paperref:258467	|	exists=NOTEXIST:P=1.0,0.0
357708	paperref:253873	paperref:253845	|	exists=NOTEXIST:P=1.0,0.0
340610	paperref:253801	paperref:253845	|	exists=NOTEXIST:P=1.0,0.0
335484	paperref:255460	paperref:254983	|	exists=NOTEXIST:P=1.0,0.0
357494	paperref:258041	paperref:254535	|
377397	paperref:257886	paperref:257888	|
351861	paperref:253949	paperref:255224	|	exists=NOTEXIST:P=1.0,0.0
344992	paperref:255011	paperref:254584	|	exists=NOTEXIST:P=1.0,0.0
338283	paperref:254002	paperref:253800	|	exists=NOTEXIST:P=1.0,0.0
353074	paperref:256747	paperref:257183	|	exists=NOTEXIST:P=1.0,0.0
370944	paperref:254652	paperref:254972	|	exists=NOTEXIST:P=1.0,0.0
371690	paperref:256186	paperref:257888	|	exists=NOTEXIST:P=1.0,0.0
334521	paperref:256475	paperref:253952	|
360654	paperref:258023	paperref:258469	|	exists=NOTEXIST:P=1.0,0.0
357392	paperref:255076	paperref:257789	|
344839	paperref:255226	paperref:253944	|	exists=NOTEXIST:P=1.0,0.0
350625	paperref:255640	paperref:253948	|	exists=NOTEXIST:P=1.0,0.0
341009	paperref:254567	paperref:258372	|
369637	paperref:258799	paperref:254635	|	exists=NOTEXIST:P=1.0,0.0
353017	paperref:255369	paperref:256485	|	exists=NOTEXIST:P=1.0,0.0
356884	paperref:253845	paperref:253877	|	exists=NOTEXIST:P=1.0,0.0
339006	paperref:258680	paperref:257783	|	exists=NOTEXIST:P=1.0,0.0
333783	paperref:256421	paperref:257592	|
361029	paperref:257519	paperref:257199	|	exists=NOTEXIST:P=1.0,0.0
376972	paperref:258130	paperref:257998	|
367541	paperref:254981	paperref:255454	|	exists=NOTEXIST:P=1.0,0.0
362804	paperref:254288	paperref:253997	|	exists=NOTEXIST:P=1.0,0.0
361685	paperref:255644	paperref:253776	|	exists=NOTEXIST:P=1.0,0.0
379374	paperref:258421	paperref:254971	|	exists=NOTEXIST:P=1.0,0.0
337822	paperref:253995	paperref:257595	|	exists=NOTEXIST:P=1.0,0.0
332416	paperref:257601	paperref:253957	|	exists=NOTEXIST:P=1.0,0.0
377576	paperref:257538	paperref:254153	|
363943	paperref:255456	paperref:254348	|	exists=NOTEXIST:P=1.0,0.0
361157	paperref:256034	paperref:257259	|	exists=NOTEXIST:P=1.0,0.0
366802	paperref:254290	paperref:254289	|
366039	paperref:256834	paperref:257268	|	exists=NOTEXIST:P=1.0,0.0
332095	paperref:257591	paperref:257199	|	exists=NOTEXIST:P=1.0,0.0
361492	paperref:258570	paperref:255643	|	exists=NOTEXIST:P=1.0,0.0
342464	paperref:253899	paperref:255101	|	exists=NOTEXIST:P=1.0,0.0
332791	paperref:254154	paperref:254988	|
347203	paperref:258000	paperref:255254	|	exists=NOTEXIST:P=1.0,0.0
379057	paperref:257218	paperref:256594	|	exists=NOTEXIST:P=1.0,0.0
372639	paperref:254894	paperref:256678	|
346864	paperref:257236	paperref:257234	|	exists=EXIST:P=0.0,1.0
340646	paperref:253801	paperref:253898	|	exists=NOTEXIST:P=1.0,0.0
349937	paperref:258052	paperref:258742	|	exists=NOTEXIST:P=1.0,0.0
369040	paperref:257605	paperref:257610	|	exists=EXIST:P=0.0,1.0
344798	paperref:257604	paperref:253944	|
370754	paperref:258789	paperref:255882	|	exists=NOTEXIST:P=1.0,0.0
333418	paperref:256622	paperref:258174	|	exists=NOTEXIST:P=1.0,0.0
375050	paperref:256452	paperref:258148	|	exists=NOTEXIST:P=1.0,0.0
362893	paperref:255640	paperref:254879	|	exists=NOTEXIST:P=1.0,0.0
379470	paperref:256595	paperref:256593	|	exists=EXIST:P=0.0,1.0
374207	paperref:256051	paperref:257194	|	exists=NOTEXIST:P=1.0,0.0
371294	paperref:255744	paperref:254879	|	exists=NOTEXIST:P=1.0,0.0
360053	paperref:257514	paperref:257254	|	exists=NOTEXIST:P=1.0,0.0
358560	paperref:255646	paperref:255227	|	exists=NOTEXIST:P=1.0,0.0
345931	paperref:255102	paperref:256967	|	exists=NOTEXIST:P=1.0,0.0
369710	paperref:254209	paperref:255290	|	exists=NOTEXIST:P=1.0,0.0
361055	paperref:257519	paperref:257182	|
356859	paperref:257187	paperref:258328	|	exists=NOTEXIST:P=1.0,0.0
338118	paperref:256456	paperref:257594	|
359610	paperref:255352	paperref:254168	|
337792	paperref:257250	paperref:257595	|	exists=NOTEXIST:P=1.0,0.0
377273	paperref:256277	paperref:256590	|	exists=NOTEXIST:P=1.0,0.0
351681	paperref:256748	paperref:257186	|	exists=NOTEXIST:P=1.0,0.0
360366	paperref:257254	paperref:253992	|	exists=NOTEXIST:P=1.0,0.0
361853	paperref:254748	paperref:253992	|
336500	paperref:253960	paperref:258952	|	exists=NOTEXIST:P=1.0,0.0
344008	paperref:253812	paperref:256074	|
352149	paperref:257527	paperref:257526	|	exists=EXIST:P=0.0,1.0
340915	paperref:255494	paperref:254587	|	exists=NOTEXIST:P=1.0,0.0
336294	paperref:258141	paperref:257221	|
360963	paperref:253552	paperref:256035	|
349606	paperref:255729	paperref:258467	|	exists=NOTEXIST:P=1.0,0.0
359131	paperref:258743	paperref:255459	|	exists=NOTEXIST:P=1.0,0.0
364071	paperref:256595	paperref:253777	|	exists=NOTEXIST:P=1.0,0.0
340684	paperref:253666	paperref:255053	|
340997	paperref:253418	paperref:258372	|	exists=NOTEXIST:P=1.0,0.0
364978	paperref:253926	paperref:257328	|	exists=NOTEXIST:P=1.0,0.0
343904	paperref:257664	paperref:254275	|	exists=NOTEXIST:P=1.0,0.0
357361	paperref:254949	paperref:254405	|
341072	paperref:258266	paperref:258083	|
355340	paperref:254403	paperref:257194	|	exists=NOTEXIST:P=1.0,0.0
335696	paperref:253951	paperref:257602	|
378287	paperref:257218	paperref:254676	|	exists=NOTEXIST:P=1.0,0.0
362929	paperref:257258	paperref:257189	|	exists=NOTEXIST:P=1.0,0.0
353032	paperref:255369	paperref:256474	|	exists=NOTEXIST:P=1.0,0.0
362475	paperref:257177	paperref:257256	|
342637	paperref:253663	paperref:255051	|	exists=NOTEXIST:P=1.0,0.0
368723	paperref:257177	paperref:254887	|	exists=NOTEXIST:P=1.0,0.0
361099	paperref:255645	paperref:255643	|	exists=EXIST:P=0.0,1.0
374357	paperref:253623	paperref:255788	|
354706	paperref:254486	paperref:257246	|	exists=NOTEXIST:P=1.0,0.0
352868	paperref:258627	paperref:257189	|	exists=NOTEXIST:P=1.0,0.0
336883	paperref:255406	paperref:255575	|	exists=NOTEXIST:P=1.0,0.0
370923	paperref:255805	paperref:258880	|
374047	paperref:257188	paperref:257891	|	exists=NOTEXIST:P=1.0,0.0
365448	paperref:258233	paperref:255315	|	exists=NOTEXIST:P=1.0,0.0
354769	paperref:256898	paperref:254547	|	exists=NOTEXIST:P=1.0,0.0
335204	paperref:257601	paperref:253950	|	exists=NOTEXIST:P=1.0,0.0
366239	paperref:253649	paperref:254201	|	exists=NOTEXIST:P=1.0,0.0
353354	paperref:257249	paperref:254749	|	exists=NOTEXIST:P=1.0,0.0
352748	paperref:255369	paperref:256088	|
374018	paperref:257188	paperref:254521	|	exists=NOTEXIST:P=1.0,0.0
354272	paperref:257521	paperref:256607	|	exists=NOTEXIST:P=1.0,0.0
339672	paperref:255056	paperref:256569	|
354689	paperref:257246	paperref:257888	|	exists=NOTEXIST:P=1.0,0.0
370473	paperref:253650	paperref:256827	|	exists=NOTEXIST:P=1.0,0.0
370996	paperref:254729	paperref:254730	|	exists=EXIST:P=0.0,1.0
355485	paperref:257127	paperref:254121	|	exists=NOTEXIST:P=1.0,0.0
359384	paperref:257252	paperref:257253	|	exists=EXIST:P=0.0,1.0
354043	paperref:255900	paperref:257247	|	exists=NOTEXIST:P=1.0,0.0
348051	paperref:256774	paperref:256858	|	exists=NOTEXIST:P=1.0,0.0
348636	paperref:256456	paperref:255617	|	exists=NOTEXIST:P=1.0,0.0
356866	paperref:258328	paperref:257823	|	exists=NOTEXIST:P=1.0,0.0
376664	paperref:256150	paperref:255311	|
335491	paperref:256055	paperref:254983	|	exists=NOTEXIST:P=1.0,0.0
342326	paperref:254817	paperref:256072	|	exists=NOTEXIST:P=1.0,0.0
337224	paperref:258573	paperref:257220	|
362359	paperref:257606	paperref:255642	|
376193	paperref:258947	paperref:258946	|	exists=EXIST:P=0.0,1.0
364938	paperref:254269	paperref:254519	|
355832	paperref:254485	paperref:258151	|	exists=NOTEXIST:P=1.0,0.0
354804	paperref:254626	paperref:258221	|	exists=NOTEXIST:P=1.0,0.0
375105	paperref:257110	paperref:257496	|	exists=NOTEXIST:P=1.0,0.0
351496	paperref:256971	paperref:256035	|
336876	paperref:257222	paperref:256596	|	exists=NOTEXIST:P=1.0,0.0
367606	paperref:254398	paperref:256789	|	exists=NOTEXIST:P=1.0,0.0
366743	paperref:254886	paperref:254884	|
354929	paperref:258770	paperref:256199	|
342053	paperref:254086	paperref:255869	|
375936	paperref:257046	paperref:256486	|	exists=NOTEXIST:P=1.0,0.0
378150	paperref:254752	paperref:258151	|	exists=NOTEXIST:P=1.0,0.0
341266	paperref:253895	paperref:253897	|	exists=EXIST:P=0.0,1.0
348183	paperref:257942	paperref:253503	|	exists=NOTEXIST:P=1.0,0.0
362738	paperref:254821	paperref:256167	|	exists=NOTEXIST:P=1.0,0.0
363278	paperref:255701	paperref:255699	|	exists=EXIST:P=0.0,1.0
335057	paperref:254649	paperref:256766	|	exists=NOTEXIST:P=1.0,0.0
368463	paperref:257178	paperref:253430	|	exists=NOTEXIST:P=1.0,0.0
349878	paperref:254486	paperref:255103	|
370151	paperref:253430	paperref:257180	|	exists=NOTEXIST:P=1.0,0.0
335812	paperref:253951	paperref:256589	|	exists=NOTEXIST:P=1.0,0.0
